Numéro Etablissement;Numéro entité juridique;Raison sociale;Raison sociale - Libellé long;Complément de raison sociale;Complément de distribution;Code Département;Département;Téléphone;Fax;Code catégorie d’établissement;Catégorie d'établissement;Code agrégat d’établissemen;Catégorie d’agrégat d’établissement;Code APE;Code MFT;Libellé MFT;Code SPH;Libellé SPH;Date d’ouverture;Date d’autorisation;Dernière date de MAJ;Année;Adresse;Code INSEE;Code postal;Commune;Coordonnées de l'établissement;EPCI
970403697;970463592;UAD (ST BENOIT) - AURAR;UAD (ST BENOIT) - AURAR;;;9D;LA REUNION;97470;ST BENOIT;146;Structure d'Alternative à la dialyse en centre;1203;Dialyse Ambulatoire;;07;ARS établissements de santé non financés dotation globale;0;Non concerné;1980-09-03;1997-01-01;2014-07-22;2016;1 R DES AUBEPINES;9D9D410;97470;ST BENOIT;-21.057167,55.711346;
970464673;970401402;PHARMACIE HOAREAU FRANCOISE;;;;9D;LA REUNION;97429;PETITE ILE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1968-09-16;2011-10-01;2011-10-01;2016;3 R JOSEPH SUACOT;9D9D405;97429;PETITE ILE;-21.354377,55.564649;
970430765;970400172;C. H. R. S.   ROSE DES BOIS;CENTRE HEBERGEMENT & DE READAPTATION SOCIALE  ROSE DES BOIS;;;9D;LA REUNION;97400;ST DENIS;214;Centre Hébergement & Réinsertion Sociale (C.H.R.S.);4601;Adult.Fam.Difficulté;;30;Préfet de région;;;1980-01-01;1980-01-01;2011-12-22;2011;10 ALL DES AJONCS;9D9D411;97400;ST DENIS;-20.898874,55.457309;
970432084;970402004;DISPENSAIRE   DE SAINT-PIERRE;DISPENSAIRE    DE SAINT-PIERRE;;;9D;LA REUNION;97410;ST PIERRE;223;Protection Maternelle et Infantile (P.M.I.);2202;PMI Plani. Familiale;01;Etablissement Tarif Libre;;;;2005-02-02;;;2008;44 R ARCHAMBAUD;9D9D416;97410;ST PIERRE;-21.335731,55.479376;
970465456;970402186;PHARMACIE DE LA CAYENNE;;;;9D;LA REUNION;97410;ST PIERRE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;4773Z;01;Etablissement Tarif Libre;;;1977-02-08;2007-09-01;2010-08-25;2012;R DU PERE FAVRON;9D9D416;97410;ST PIERRE;-21.336219,55.462365;
970465639;970402368;PHARMACIE DE SAVANNA;PHARMACIE DE SAVANNA;;;9D;LA REUNION;97460;ST PAUL;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;2010-07-01;2011-05-09;2011-06-01;2014;38 RTE DE SAVANNA;9D9D415;97460;ST PAUL;-20.986639,55.295155;
970464384;970401113;PHARMACIE CROSSE ET BAROUDEL-MAGNE;PHARMACIE CROSSE ET BAROUDEL-MAGNE;;;9D;LA REUNION;;97435;ST PAUL;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;1;Etablissement Tarif Libre;;;2018-05-02;2018-03-12;2018-05-12;2018;86 R Joseph Hubert;;97435;ST PAUL;-21.051417,55.26754;
970466033;970430898;FOYER MARIE POITTEVIN;FOYER MARIE POITTEVIN - LE TAMPON;;;9D;LA REUNION;97430;LE TAMPON;177;Maison d'Enfants à Caractère Social;4501;Aide Sociale Enfance;08;Président du Conseil Général;;;1991-01-01;;;;2005;63 R PERE ROGNARD;9D9D422;97430;LE TAMPON;-21.278322,55.522583;
970406898;970430898;EHPAD (PERE FAVRON ST PIERRE);EHPAD (PERE FAVFRON ST PIERRE);;;9D;LA REUNION;97410;ST PIERRE;200;Maison de Retraite;4401;Héberg.Pers.Agées;;20;Autorité mixte préfet dpt PCG EHPAD tripartite DG global;;;2006-01-31;2006-01-31;2010-10-26;2011;;9D9D416;97410;ST PIERRE;-21.309016,55.46848;
970405122;970400248;SESSD CLAIRE JOIE;SESSD CLAIRE JOIE;;;9D;REUNION;97434;ST GILLES LES BAINS;182;Service d'Éducation Spéciale et de Soins à Domicile;4106;Serv.Dom.Ambul.Handi;05;Préfet de Département établissements médico-sociaux;;;1999-10-19;;;;2004;7 R DES ALBATROS;9D9D415;97434;ST GILLES LES BAINS;-21.053556,55.23334;
970463816;970400552;PHARMACIE DU JARDIN;;;;9D;LA REUNION;97400;ST DENIS;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1994-04-12;2002-03-26;2004-01-29;2016;42 R DE PARIS;9D9D411;97400;ST DENIS;-20.885603,55.450858;
970464350;970401089;PHARMACIE DE LA POSTE;PHARMACIE DE LA POSTE;;;9D;REUNION;97460;ST PAUL;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;1986-12-26;;;;2004;32 R DU COMMERCE;9D9D415;97460;ST PAUL;-21.010488,55.271863;
970408282;970430906;CAMSP ST BENOÎT;CENTRE D'ACTION MEDICO-SOCIALE PRECOCE EST;;;9D;LA REUNION;97470;ST BENOIT;190;Centre Action Médico-Sociale Précoce (C.A.M.S.P.);4106;Serv.Dom.Ambul.Handi;;10;Autorité Conjointe Préfet Dépt et PCG (1 arr);;;2000-04-28;2002-09-17;2011-08-26;2013;9 R ANDRE DUCHEMANN;9D9D410;97470;ST BENOIT;-21.031044,55.707614;
970463139;970408589;C. R. F.   (G. H. S. R.);CENTRE DE READAPTATION FONCTIONNELLE  (G. H. S. R.);;;9D;LA REUNION;97430;LE TAMPON;101;Centre Hospitalier Régional (C.H.R.);1101;C.H.R.;;03;ARS établissements Publics de santé dotation globale;1;Etab.public de santé;1981-01-01;1981-01-01;2012-01-03;2012;R DU DOCTEUR CHARRIERE;9D9D422;97430;LE TAMPON;-21.256881,55.514481;
970464491;970401220;PHARMACIE DU SCORE;PHARMACIE DU SCORE;;;9D;LA REUNION;97420;LE PORT;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;1988-06-13;;;;2005;5 AV DU 14 JUILLET 1789;9D9D407;97420;LE PORT;-20.933546,55.292296;
970466777;970462636;S.S.A.D.P.A.;SERVICE DE SOINS A DOMICILE PERSONNES AGEES;;;9D;REUNION;97430;LE TAMPON;354;Service de Soins à Domicile;4402;Serv.Maintien à Dom.;05;Préfet de Département établissements médico-sociaux;;;1993-10-15;;;;2004;4 R FIDELIO ROBERT;9D9D422;97430;LE TAMPON;-21.269908,55.526747;
970432449;970402004;DISPENSAIRE    DE  LE PORT;DISPENSAIRE    DE  LE PORT;;;9D;LA REUNION;97420;LE PORT;223;Protection Maternelle et Infantile (P.M.I.).;2202;PMI Plani. Familiale;01;Etablissement Tarif Libre;;;;2005-02-02;;;2007;2 R ELUARD LAUDE;9D9D407;97420;LE PORT;-20.937351,55.299158;
970465449;970402178;PHARMACIE DES POINSETTIAS;PHARMACIE DES POINSETTIAS;;;9D;LA REUNION;97411;BOIS DE NEFLES ST PAUL;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1991-01-30;2003-04-28;2008-02-06;2016;39 R DE L EGLISE;9D9D415;97411;BOIS DE NEFLES ST PAUL;-21.044717,55.322531;
970407656;970400396;HOSPITALISATION A DOMICILE ARAR EST;HOSPITALISATION A DOMICILE ARAR EST;;;9D;LA REUNION;97470;ST BENOIT;127;Hospitalisation à Domicile;1201;Soins à Domicile;;07;ARS établissements de santé non financés dotation globale;0;Non concerné;2009-07-01;2009-08-20;2010-05-11;2013;49 R SARDA GARRIGA;9D9D410;97470;ST BENOIT;-21.044736,55.71525;
970405213;970430898;SESSAD IEM IMS C.ISAUTIER (ST-LOUIS);SESSAD IEM IMS CHARLES ISAUTIER (ST-LOUIS);;;9D;LA REUNION;02 62 91 29 69;97450;ST LOUIS;Service d'Éducation Spéciale et de Soins à Domicile;4106;Serv.Dom.Ambul.Handi;;34;ARS / DG dotation globale;;;2017-03-01;1999-12-02;2017-04-21;2018;3 R MARIUS ET ARY LEBLOND;;97450;ST LOUIS;-21.283167,55.412071;
970466199;970430948;FOYER HEBERGE. GEORGES MOY DE LA CROIX;FOYER  D'HEBERGEMENT  GEORGES MOY DE LA CROIX;;;9D;LA REUNION;97430;LE TAMPON;252;Foyer Hébergement Adultes Handicapés;4301;Héberg.Adultes Handi;;08;Président du Conseil Général;;;1972-01-24;1972-01-24;2012-05-14;2012;72 R LECONTE DELISLE;9D9D422;97430;LE TAMPON;-21.275226,55.523356;
970404026;970404000;PHARMACIE PLATEAU DES GOYAVES;;;;9D;LA REUNION;97450;ST LOUIS;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;99;indéterminé;;;;2005-10-14;;;2008;3 R DES JAMBLONS;9D9D414;97450;ST LOUIS;-21.278708,55.418509;
970405197;970430914;S.E.S.S.A.D. / MAISON NOTRE DAME;S.E.S.S.A.D.  MAISON NOTRE DAME;;;9D;LA REUNION;97435;ST GILLES LES HAUTS;182;Service d'Éducation Spéciale et de Soins à Domicile;4106;Serv.Dom.Ambul.Handi;;05;Préfet de Département établissements médico-sociaux;;;1997-04-10;1997-04-10;2010-07-08;2010;36 R DE L'EGLISE;9D9D415;97435;ST GILLES LES HAUTS;-21.041502,55.274299;
970462305;970400321;C. P. E. F.      LE PORT;CENTRE DE PLANIFICATION ET D'EDUCATION FAMILIALES (A.R.O.F.);A. R. O. F.;;9D;LA REUNION;97420;LE PORT;228;Centre Planification ou Education Familiale;2202;PMI Plani. Familiale;;01;Etablissement Tarif Libre;;;1967-02-17;1967-02-17;2014-04-28;2014;3 R JACQUES CARTIER;9D9D407;97420;LE PORT;-20.934325,55.294003;
970464616;970401345;PHARMACIE DU CHAUDRON;PHARMACIE DU CHAUDRON;;;9D;LA REUNION;97490;STE CLOTILDE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;4773Z;01;Etablissement Tarif Libre;;;1970-05-20;2000-06-01;2010-08-25;2012;28 R JOSEPH BEDIER;9D9D411;97490;STE CLOTILDE;-20.892767,55.487158;
970464087;970400826;PHARMACIE CHANE MUI;;;;9D;LA REUNION;97480;ST JOSEPH;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1980-10-27;1981-07-24;1997-07-08;2014;270 R RAPHAEL BABET;9D9D412;97480;ST JOSEPH;-21.379148,55.621195;
970464673;970401402;PHARMACIE HOAREAU FRANCOISE;PHARMACIE HOAREAU FRANCOISE;;;9D;LA REUNION;97429;PETITE ILE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;4773Z;01;Etablissement Tarif Libre;;;1977-07-06;1977-07-06;2010-08-25;2010;3 R SUACOT;9D9D405;97429;PETITE ILE;-21.354377,55.564649;
970432365;970402004;DISPENSAIRE    DE ST-GILLES-LES-HAUTS;DISPENSAIRE    DE ST-GILLES-LES-HAUTS;;;9D;LA REUNION;97435;ST GILLES LES HAUTS;223;Protection Maternelle et Infantile (P.M.I.);2202;PMI Plani. Familiale;;01;Etablissement Tarif Libre;;;1991-08-01;1991-08-01;2005-06-24;2012;8  IMPASSE DES CANAS;9D9D415;97435;ST GILLES LES HAUTS;-21.041502,55.274299;
970431490;970402004;CIRCONSCRIPTION 5 ST JOSEPH;CIRCONSCRIPTION DE SERVICE SOCIAL ET  D ACTION SOCIALE;;;9D;LA REUNION;97480;ST JOSEPH;359;Centre Circonscription Sanitaire et Sociale;5104;Etab.Aide à Famille;;01;Etablissement Tarif Libre;;;1964-01-01;1964-01-01;1999-12-14;2014;153 R R BABET;9D9D412;97480;ST JOSEPH;-21.380524,55.614945;
970408225;970407904;BIOREUNION SITE RAVINE BLANCHE;LABORATOIRE DE BIOLOGIE MEDICALE BIOREUNION;;;9D;LA REUNION;97410;ST PIERRE;611;Laboratoire de Biologie Médicale;3101;Labo Biolog Médicale;;01;Etablissement Tarif Libre;;;2011-07-21;2011-07-21;2011-08-25;2014;10 R CAYENNE;9D9D416;97410;ST PIERRE;-21.339877,55.466709;
970465407;970402137;PHARMACIE DE DOS D'ANE;PHARMACIE DE DOS D'ANE;;;9D;LA REUNION;97419;LA POSSESSION;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;1991-10-30;;;;2005;51 R JACQUES DUCLOS;9D9D408;97419;LA POSSESSION;-20.98254,55.377812;
970431847;970402004;DISPENSAIRE    DE SAINTE-ROSE;DISPENSAIRE    DE SAINTE-ROSE;;;9D;LA REUNION;97439;STE ROSE;223;Protection Maternelle et Infantile (P.M.I.);2202;PMI Plani. Familiale;;01;Etablissement Tarif Libre;;;1966-01-01;1966-01-01;2009-04-07;2012;1 AV NELSON MANDELA;9D9D419;97439;STE ROSE;-21.128167,55.794056;
970465753;970402483;PHARMACIE NATIVEL FRANCOIS;PHARMACIE NATIVEL FRANCOIS;;;9D;LA REUNION;97480;ST JOSEPH;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1974-06-19;2002-07-29;2008-02-01;2015;4 R DU GENERAL LAMBERT;9D9D412;97480;ST JOSEPH;-21.378283,55.619245;
970432548;970402004;PMI;PMI;;;9D;LA REUNION;97490;STE CLOTILDE;223;Protection Maternelle et Infantile (P.M.I.);2202;PMI Plani. Familiale;;01;Etablissement Tarif Libre;;;1975-07-28;1975-07-28;2009-04-06;2009;17 R DUGUAY TROUIN;9D9D411;97490;STE CLOTILDE;-20.909065,55.483418;
970402707;590799730;FOYER HEBERGE JEAN CLERMONT (ESAT);FOYER D'HEBERGEMENT JEAN CLERMONT (ESAT ST ANDRE);;;9D;LA REUNION;97440;ST ANDRE;382;Foyer de Vie pour Adultes Handicapés;4301;Héberg.Adultes Handi;08;Président du Conseil Général;;;;2007-04-16;;;2008;1213 CHE PATELIN;9D9D409;97440;ST ANDRE;-20.971812,55.675055;
970404141;970404133;PHARMACIE DE BAGATELLE;PHARMACIE DE BAGATELLE;;;9D;LA REUNION;97441;STE SUZANNE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1992-07-29;2013-09-01;2013-09-01;2014;14 CHE PANON;9D9D420;97441;STE SUZANNE;-20.928962,55.582869;
970464442;970401170;PHARMACIE JEANNE D'ARC;;;;9D;LA REUNION;97420;LE PORT;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1980-12-10;2011-01-10;2011-01-12;2014;56 R DU GENERAL DE GAULLE;9D9D407;97420;LE PORT;-20.942397,55.297472;
970431276;970430922;GARDERIE MUNICIPALE;GARDERIE MUNICIPALE D ENFANTS LACAUSSADE;;LACAUSSADE;9D;LA REUNION;97440;ST ANDRE;171;Garderie et Jardin d'Enfants;5101;Etab.Gard.Enf.Présco;;01;Etablissement Tarif Libre;;;1975-01-01;1975-01-01;1987-02-13;2009;LACAUSSADE;9D9D409;97440;ST ANDRE;-20.958184,55.655701;
970405064;970463592;CENTRE (ST PIERRE/U1) - AURAR;CENTRE (ST PIERRE/U1) - AURAR;;;9D;LA REUNION;97410;ST PIERRE;141;Centre de dialyse;1203;Dialyse Ambulatoire;;07;ARS établissements de santé non financés dotation globale;0;Non concerné;2000-09-25;2002-04-08;2014-08-11;2014;15 R DES ROCHES;9D9D416;97410;ST PIERRE;-21.343191,55.494854;
970408282;970430906;CAMSP ST BENOIT;CENTRE D'ACTION MEDICO-SOCIALE PRECOCE SAINT BENOIT;;;9D;LA REUNION;;97470;ST BENOIT;Centre Action Médico-Sociale Précoce (C.A.M.S.P.);4106;Serv.Dom.Ambul.Handi;;10;Autorité Conjointe Préfet ou ARS et PCD (1 arrêté);;;2017-03-01;2002-09-17;2017-04-21;2018;9 R ANDRE DUCHEMANN;;97470;ST BENOIT;-21.031044,55.707614;
970408381;970408324;SITE REUNILAB MASCAREIGNES;SITE REUNILAB MASCAREIGNES;;;9D;LA REUNION;;97430;LE TAMPON;Laboratoire de Biologie Médicale;3101;Labo Biolog Médicale;;1;Etablissement Tarif Libre;;;2011-06-30;2011-01-08;2014-03-21;2018;34 R MARIUS ET ARY LEBLOND;;97430;LE TAMPON;-21.285405,55.518487;
970464806;970401535;PHARMACIE LACAILLE;;;;9D;LA REUNION;97440;ST ANDRE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1990-01-23;2013-08-02;2014-07-31;2014;251 R DE LA GARE;9D9D409;97440;ST ANDRE;-20.9587,55.652368;
970403697;970463592;UAD (ST BENOIT) - AURAR;UAD (ST BENOIT) - AURAR;;;9D;LA REUNION;97470;ST BENOIT;146;Structure d'Alternative à la dialyse en centre;1203;Dialyse Ambulatoire;;07;ARS établissements de santé non financés dotation globale;0;Non concerné;1980-09-03;1997-01-01;2014-07-22;2014;1 R DES AUBEPINES;9D9D410;97470;ST BENOIT;-21.057167,55.711346;
970408456;590799730;SAMSAH PSYCHIQUE;SERVICE ACCOMPAGNEMENT MEDICO SOCIAL POUR ADULTES HANDICAPES;;;9D;LA REUNION;97410;ST PIERRE;445;Service d'accompagnement médico-social adultes handicapés;4305;Maintien à Dom.Handi;;09;Autorité Mixte Préfet Dépt et PCG (2 arr.);;;2011-09-01;2011-11-10;2012-11-23;2012;20 R SAINTE ROSE;9D9D416;97410;ST PIERRE;-21.336339,55.468402;
970463808;970400545;PHARMACIE RIVIERE DES ROCHES;PHARMACIE RIVIERE DES ROCHES;;;9D;LA REUNION;0262501667;0026250253;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;;01;Etablissement Tarif Libre;;;2017-02-01;2009-07-15;2018-08-13;2019;267 RTE NATIONALE 2;9D410;97470;ST BENOIT;-21.092652,55.747794;
970405387;970405361;CENTRE D'ACCUEIL   A. P. A. L.;CENTRE D'ACCUEIL   A. P. A. L.;;;9D;LA REUNION;0262258019;0262259727;219;Autre Centre d'Accueil;4601;Etablissements pour Adultes et Familles en Difficulté;;35;Préfet de département Subvention;;;2001-10-01;2001-10-01;2016-04-05;2019;145 R MARIUS ET ARY LEBLOND;9D416;97410;ST PIERRE;-21.335989,55.467773;
970403960;970403952;PHARMACIE DE L' EGLISE;PHARMACIE DU GRAND CANAL;;;9D;LA REUNION;97490;STE CLOTILDE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;4773Z;01;Etablissement Tarif Libre;;;1996-04-30;1998-11-25;2010-08-25;2013;255 RTE GABRIEL MACE;9D9D411;97490;STE CLOTILDE;-20.926348,55.493534;
970409744;970402004;PMI TROIS MARES;SERVICE PROTECTION MATERNELLE ET INFANTILE;;;9D;LA REUNION;0262579993;0262574231;223;Protection Maternelle et Infantile (P.M.I.);2202;Etablissements de PMI et de Planification Familiale;;01;Etablissement Tarif Libre;;;1965-01-01;1965-01-01;2014-04-28;2019;66 R CHARLES BAUDELAIRE;9D422;97430;LE TAMPON;-21.259208,55.502891;
970405536;970405510;PHARMACIE DEMIAZ;PHARMACIE DEMIAZ;;;9D;LA REUNION;97430;LE TAMPON;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;;2002-10-28;;;2006;204 CHE CHALET;9D9D422;97430;LE TAMPON;-21.25762,55.536084;
970410056;970410049;AXDOM'R;AXDOM'R;;;9D;LA REUNION;97410;ST PIERRE;632;Structure Dispensatrice à domicile d'Oxygène à usage médical;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;2015-04-20;2015-04-27;2017-07-04;2017;49 CHE MAXIME RIVIERE;9D9D416;97410;ST PIERRE;-21.349981,55.512563;
970403556;970403531;LABM LES MASCAREIGNES;LABORATOIRE D' ANALYSES BIOLOGIE MEDICALES LES MASCAREIGNES;;;9D;LA REUNION;97430;LE TAMPON;610;Laboratoire d'Analyses;3101;Labo. d'Analyses;01;Etablissement Tarif Libre;;;;2006-07-27;;;2007;34 R M. ET A. LEBLOND;9D9D422;97430;LE TAMPON;-21.285405,55.518487;
970464657;970401386;PHARMACIE DES MASCAREIGNES;PHARMACIE DES MASCAREIGNES;;;9D;LA REUNION;97420;LE PORT;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1993-04-21;2000-09-05;2007-11-15;2014;86 AV RICO CARPAYE;9D9D407;97420;LE PORT;-20.948413,55.299409;
970465555;970402285;PHARMACIE CHON-SEN;PHARMACIE CHON-SEN;;;9D;LA REUNION;02 62 38 91 18;97410;ST PIERRE;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;1;Etablissement Tarif Libre;;;1990-12-10;2014-01-11;2018-08-29;2018;1 CD 3;;97410;ST PIERRE;-21.298152,55.4464;
970410585;970408589;CHU-PSY - ALL DES RAMEAUX (ST PIERRE;CHU-PSY - ALLEE DES RAMEAUX (ST PIERRE);;;9D;LA REUNION;;97410;ST PIERRE;Centre Hospitalier Régional (C.H.R.);1101;C.H.R.;;3;ARS établissements Publics de santé dotation globale;1;Etab.public de santé;2000-01-01;2000-01-01;2016-10-24;2018;6 ALL DES RAMEAUX;;97410;ST PIERRE;-21.341652,55.488096;
970408142;590799730;"SAVS ""JEAN CLERMONT""";SERVICE ACCOMPAGNEMENT A LA VIE SOCIALE;;;9D;LA REUNION;97440;ST ANDRE;446;Service d'Accompagnement à la Vie Sociale (S.A.V.S.);4305;Maintien à Dom.Handi;;08;Président du Conseil Départemental;;;2006-12-21;2008-07-01;2014-08-06;2017;407 R DE LA COMMUNAUTÉ;9D9D409;97440;ST ANDRE;-20.963075,55.655982;
970407714;970411005;UNITE HOSPITALISATION COURTE DUREE;UNITE HOSPITALISATION COURTE DUREE CHGM;;;9D;LA REUNION;97460;ST PAUL;292;Centre Hospitalier Spécialisé lutte Maladies Mentales;1103;Lutte Malad.Mentales;;03;ARS établissements Publics de santé dotation globale;1;Etab.public de santé;2009-01-05;2010-01-06;2012-01-10;2014;38 R LABOURDONNAIS;9D9D415;97460;ST PAUL;-21.012488,55.269389;
970465266;970401980;PHARMACIE PLANTE;PHARMACIE PLANTE;;;9D;LA REUNION;97411;BOIS DE NEFLES ST PAUL;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;4773Z;01;Etablissement Tarif Libre;;;1983-06-06;1983-06-06;2010-08-25;2010;61 CHE DES COMBAVAS;9D9D415;97411;BOIS DE NEFLES ST PAUL;-21.006961,55.319684;
970403028;130804370;C. A. M. S. P.;CENTRE D'ACTION MEDICO-SOCIALE PRECOCE;;;9D;LA REUNION;97410;ST PIERRE;190;Centre Action Médico-Sociale précoce (C.A.M.S.P.);4106;Serv.Dom.Ambul.Handi;10;Autorité Conjointe Préfet Dépt et PCG (1 arr);;;2002-03-21;;;;2005;104 R ARCHAMBAUD;9D9D416;97410;ST PIERRE;-21.327958,55.48207;
970465118;970401840;SARL PHARMACIE DE HELL-BOURG;SARL PHARMACIE DE HELL-BOURG;;;9D;REUNION;97433;SALAZIE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;1989-12-18;;;;2004;63 R GENERAL DE GAULLE;9D9D421;97433;SALAZIE;-21.065291,55.519686;
970465530;970402269;PHARMACIE DE SAINT BERNARD;PHARMACIE DE SAINT BERNARD;;;9D;LA REUNION;97417;ST DENIS;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1987-11-09;2010-01-04;2010-01-08;2017;146 CHE DU PERE RAIMBAULT;9D9D411;97417;ST DENIS;-20.907983,55.400944;
970410007;970402004;CDR - ARRONDISSEMENT OUEST;CONSEIL DEPARTEMENTAL DE LA REUNION - ARRONDISSEMENT OUEST;;;9D;LA REUNION;02 62 55 47 55;97460;ST PAUL;Protection Maternelle et Infantile (P.M.I.);2202;PMI Plani. Familiale;;1;Etablissement Tarif Libre;;;1995-01-01;1995-01-01;2015-03-26;2018;60 R CLAUDE DE SIGOYER;;97460;ST PAUL;-21.024136,55.266773;
970430070;970430898;FOYER MARIE POITTEVIN;FOYER MARIE POITTEVIN -  LA PLAINE DES CAFRES (23 EME KM);;;9D;LA REUNION;97418;LA PLAINE DES CAFRES;177;Maison d'Enfants à Caractère Social;4501;Aide Sociale Enfance;08;Président du Conseil Général;;;;2007-02-19;;;2008;23 ÈME KILOMÈTRE;9D9D422;97418;LA PLAINE DES CAFRES;-21.222465,55.559851;
970462842;970404562;I. R. T. S.;INSTITUT REGIONAL DU TRAVAIL SOCIAL DE LA REUNION;;;9D;LA REUNION;97470;ST BENOIT;330;Ecoles Formant aux Professions Sociales;6201;Etab.Form.Pers.Soc.;8542Z;01;Etablissement Tarif Libre;;;1973-02-07;1973-02-07;2010-08-25;2011;1 R SULLY BRUNET;9D9D410;97470;ST BENOIT;-21.032097,55.714354;
970464822;970401550;PHARMACIE DE TASSIGNY;PHARMACIE DE TASSIGNY;;;9D;LA REUNION;97490;STE CLOTILDE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;2006-05-11;2012-12-17;2012-12-17;2016;78 AV DE LATTRE DE TASSIGNY;9D9D411;97490;STE CLOTILDE;-20.890405,55.478613;
970405916;970400420;CHRS CHAU CIVIS;CENTRE HEBERGEMENT ET READAPTATIOPN SOCIALE (CHRS);;;9D;LA REUNION;02 62 38 06 06;97410;ST PIERRE;Centre Hébergement & Réinsertion Sociale (C.H.R.S.);4601;Adult.Fam.Difficulté;8790B;30;Préfet de région établissements et services sociaux;;;2008-01-09;2008-01-09;2016-12-22;2018;7 RLE BOULANGER;;97410;ST PIERRE;-21.342212,55.482377;
970430146;970400149;G. I. E. D.  FERNAND SANGLIER;GROUPEMENT INTERVENTION EDUCATIVIVE DIVERSIFIEE F. SANGLIER;;;9D;LA REUNION;97410;ST PIERRE;177;Maison d'Enfants à Caractère Social;4501;Aide Sociale Enfance;08;Président du Conseil Général;;;;2005-05-09;;;2006;143 R MARIUS ET ARY LEBLOND;9D9D416;97410;ST PIERRE;-21.335991,55.468715;
970431292;970431326;GARDERIE DU CENTRE;GARDERIE D ENFANTS            CENTRE VILLE SAINTE SUZANNE;;CENTRE VILLE;9D;LA REUNION;97441;STE SUZANNE;171;Garderie et Jardin d'Enfants;5101;Etab.Gard.Enf.Présco;01;Etablissement Tarif Libre;;;1974-01-01;;;;2005;;9D9D420;97441;STE SUZANNE;-20.950544,55.602429;
970404190;970404182;PHARMACIE DU GRAND BLEU;PHARMACIE DU GRAND BLEU;;;9D;REUNION;97442;ST JOSEPH;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;1996-08-06;;;;2004;80 RTE NATIONALE 2;9D9D417;97442;ST JOSEPH;-21.369432,55.726086;
970465985;970402590;PHARMACIE LALEU;PHARMACIE CLEMENTZ;;;9D;LA REUNION;97436;ST LEU;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;4773Z;01;Etablissement Tarif Libre;;;1991-12-17;1998-04-02;2010-08-25;2013;163 R GENERAL LAMBERT;9D9D413;97436;ST LEU;-21.170714,55.288115;
970464509;970401238;PHARMACIE DE L' ETANG SALE;PHARMACIE DE L' ETANG;;;9D;LA REUNION;97427;L ETANG SALE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1988-04-21;1988-04-21;2006-11-13;2009;38 AV OCTAVE BENARD;9D9D404;97427;L ETANG SALE;-21.267652,55.334792;
970465365;970402095;PHARMACIE SAUTRON FREDE;PHARMACIE SAUTRON FREDE;;;9D;LA REUNION;97430;LE TAMPON;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;;1991-11-05;;;2008;279 R M. & A. LEBLOND;9D9D422;97430;LE TAMPON;-21.270397,55.523578;
